"SV Tag","Requirement text","Name","To Date","From Date","Program Field","Source","Status","Traced-from","Traced-to","Unique ID","Program Field Type","Service Level Description","Deprecated","Service Type","RootTag#"
"SV64","A public service provided to park / open space users offering access to parks and open space for recreation and leisure pursuits.","Parks & Open Space Access and Maintenance","","2/22/2010","","KPMG","Active","","","1865","","","false","Public","64"
"SV64.1","An internal service provided to the park & open space service providers offering assistance in the planning, design and construction of new parks and open space.","Park & Open Space Planning, Design and Construction","","2/22/2010","","KPMG","Active","","","2203","","","false","Internal","64"
"SV64.2","An internal service provided to the park & open space service providers offering assistance in the planning of new parks and open space.","Park & Open Space Planning","","2/22/2010","","KPMG","Active","","","2204","","","false","Internal","64"
"SV64.3","An internal service provided to the park & open space service providers offering assistance in the design of new parks and open space.","Park & Open Space Design","","2/22/2010","","KPMG","Active","","","2205","","","false","Internal","64"
"SV64.4","An internal service provided to the park & open space service providers offering assistance in the oversight of construction contracts to build new parks and open space.","Park & Open Space Construction Contract Management","","2/22/2010","","KPMG","Active","","","2206","","","false","Internal","64"
"SV64.5","An internal service provided to park and open space service providers offering maintenanc of parks, open space and amenities.","Park & Open Space Maintenance","","2/22/2010","","KPMG","Active","","","2207","","","false","Internal","64"
"SV64.6","","Allotment / Community Gardening","","2/22/2010","","KPMG","Active","","","2208","","","false","Public","64"
"SV64.7","","Park Lighting","","2/22/2010","","KPMG","Active","","","2209","","","false","Public","64"
"SV64.8","","Park Winter Snow Control","","2/22/2010","","KPMG","Active","","","2210","","","false","Public","64"
"SV64.9","","Park & Open Space Asset Lifecycle Management","","2/22/2010","","KPMG","Active","","","2211","","","false","Public","64"
"SV65","A public service provided to students interested in expanding their recreational experiences through recreational training and education lessons.","Recreational Instruction","","2/22/2010","","KPMG","Active","","","1866","","","false","Public","65"
"SV65.1","","Aquatics Instruction","","2/22/2010","","KPMG","Active","","","2212","","","false","Public","65"
"SV65.2","","Sports Instruction","","2/22/2010","","KPMG","Active","","","2213","","","false","Public","65"
"SV65.3","","First Aid Instruction","","2/22/2010","","KPMG","Active","","","2214","","","false","Public","65"
"SV65.4","","Arts Instruction","","2/22/2010","","KPMG","Active","","","2215","","","false","Public","65"
"SV66","A public service provided to recreational facility users offering access to well maintained recreational facilities for personal and group activities.","Recreational Facility Booking & Access","","2/22/2010","","KPMG","Active","","","1867","","","false","Public","66"
"SV66.1","","Arena Facility Booking and Access","","2/22/2010","","KPMG","Active","","","2216","","","false","Public","66"
"SV66.2","","Community Centre Booking and Access","","2/22/2010","","KPMG","Active","","","2217","","","false","Public","66"
"SV66.3","","Park & Sport Field Booking and Access","","2/22/2010","","KPMG","Active","","","2218","","","false","Public","66"
"SV66.4","","Swimming Pool Booking and Access","","2/22/2010","","KPMG","Active","","","2219","","","false","Public","66"
"SV67","A public service provided to users of recreation programs offering access to supervised / unsupervised recreational activity.","Recreational Programming","","2/22/2010","","KPMG","Active","","","1868","","","false","Public","67"
"SV67.1","","General Interest Programming","","2/22/2010","","KPMG","Active","","","2220","","","false","Public","67"
"SV67.2","","Aquatics Programming","","2/22/2010","","KPMG","Active","","","2221","","","false","Public","67"
"SV67.3","","Camp Programming","","2/22/2010","","KPMG","Active","","","2222","","","false","Public","67"
"SV67.4","","Ski Programming","","2/22/2010","","KPMG","Active","","","2223","","","false","Public","67"
"SV67.5","","Skating Programming","","2/22/2010","","KPMG","Active","","","2224","","","false","Public","67"
"SV67.6","","Sports Programming","","2/22/2010","","KPMG","Active","","","2225","","","false","Public","67"
"SV67.7","","Special Event Hosting","","2/22/2010","","KPMG","Active","","","2226","","","false","Public","67"
"SV67.8","","Recreational Programming Subsidy","","2/22/2010","","KPMG","Active","","","2227","","","false","Public","67"
"SV68","A public service provided to public space users offering access to art.","Public Art Access","","2/22/2010","","KPMG","Active","","","1869","","","false","Public","68"
"SV69","A public service provided to arts & cultural event coordinators offering assistance and support in hosting events in the municipality.","Arts & Cultural Event Coordination / Hosting ","","2/22/2010","","KPMG","Active","","","1870","","","false","Public","69"
"SV70","A public service provided to interested parties offering information about arts and culture in the municipality.","Arts & Cultural Advisory","","2/22/2010","","KPMG","Active","","","1871","","","false","Public","70"
"SV70.1","A public service provided to community groups offering information about culture in the community.","Community Group Cultural Advisory","","2/22/2010","","KPMG","Active","","","2228","","","false","Public","70"
"SV70.2","A public service provided to cultural groups offering information about culture in the municipality.","Cultural Group Advisory","","2/22/2010","","KPMG","Active","","","2229","","","false","Public","70"
"SV71","A public service provided to arts and cultural program participants offering engagement in activities of arts and cultural significance to “My Municipality”.","Arts & Cultural Education","","2/22/2010","","KPMG","Active","","","1872","","","false","Public","71"
"SV72","A public service provided to the art gallery patron offering access to the artistic heritage of the municipality.","Art Gallery Access and Collection Management","","2/22/2010","","KPMG","Active","","","1873","","","false","Public","72"
"SV72.1","A public service provided to art gallery patrons offering access to the art gallery and its art collection.","Art Gallery Access","","2/22/2010","","KPMG","Active","","","2230","","","false","Public","72"
"SV72.2","An internal service provided to the art gallery owner offering management of the art gallery collection over their life.","Art Gallery Collection Management","","2/22/2010","","KPMG","Active","","","2231","","","false","Internal","72"
"SV72.3","An internal service provided to cultural and heritage asset owners offering management of cultural and heritage assets over their life.","Art Gallery Asset Lifecycle Management","","2/22/2010","","KPMG","Active","","","2232","","","false","Internal","72"
"SV73","A public service provided to museum visitors offering access to museum artifacts and archival collections for valuable education and research purposes.","Museum Access and Collection Management","","2/22/2010","","KPMG","Active","","","1874","","","false","Public","73"
"SV73.1","A public service provided to museum visitors offering access to museum artifacts and archival collections for valuable education and research purposes.","Museum Access","","2/22/2010","","KPMG","Active","","","2233","","","false","Public","73"
"SV73.2","A public service provided to museum visitors offering access to museum artifacts and archival collections for valuable education and research purposes.","Museum Collection Management","","2/22/2010","","KPMG","Active","","","2234","","","false","Public","73"
"SV73.3","A public service provided to museum visitors offering access to museum artifacts and archival collections for valuable education and research purposes.","Museum Guided Touring","","2/22/2010","","KPMG","Active","","","2235","","","false","Public","73"
"SV73.4","An internal service provided to cultural and heritage asset owners offering management of cultural and heritage assets over their life.","Museum Asset Lifecycle Management","","2/22/2010","","KPMG","Active","","","2236","","","false","Internal","73"
"SV74","A public service provided to energy consumers offering financial assistance, energy audits, education and new energy saving products to conserve energy.","Energy Conservation","","2/22/2010","","KPMG","Active","","","1875","","","false","Public","74"
"SV74.1","A public service provided to property owners offering loans to upgrade their electrical infrastructure.","Electrical Upgrade Loans ","","2/22/2010","","KPMG","Active","","","2237","","","false","Public","74"
"SV74.2","A public service provided to energy consumer offering advice on how to improve energy consumption.","Energy Audits ","","2/22/2010","","KPMG","Active","","","2238","","","false","Public","74"
"SV74.3","A public service provided to energy consumers offering advice on how to conserve energy.","Energy Conservation Awareness Education ","","2/22/2010","","KPMG","Active","","","2239","","","false","Public","74"
"SV74.4","A public service provided to purchasers / renters offering energy efficient products to buy or rent.","Energy Efficient Product Sales and Rental ","","2/22/2010","","KPMG","Active","","","2240","","","false","Public","74"
"SV75","A public service provided to energy consumers offering access to electricity.","Electricity Distribution ","","2/22/2010","","KPMG","Active","","","1876","","","false","Public","75"
"SV75.1","An internal service provided to electricity distributer which acquires electricity","Electricity Acquisition","","2/22/2010","","KPMG","Active","","","2241","","","false","Internal","75"
"SV75.2","A public service provided to the public energy distributors offering the generation of electricity","Electricity Generation","","2/22/2010","","KPMG","Active","","","2242","","","false","Public","75"
"SV75.3","","Electricity Service Connection","","2/22/2010","","KPMG","Active","","","2243","","","false","Public","75"
"SV75.4","","Electricity Meter Installation and Repair","","2/22/2010","","KPMG","Active","","","2244","","","false","Public","75"
"SV75.5","","Electricity Meter Reading","","2/22/2010","","KPMG","Active","","","2245","","","false","Public","75"
"SV75.6","","Electricity Billing and Collection","","2/22/2010","","KPMG","Active","","","2246","","","false","Public","75"
"SV75.7","","Electricity Network Construction","","2/22/2010","","KPMG","Active","","","2247","","","false","Public","75"
"SV75.8","","Electricity Network Maintenance:","","2/22/2010","","KPMG","Active","","","2248","","","false","Public","75"
"SV75.9","","Electricity Network Infrastructure Lifecycle Management","","2/22/2010","","KPMG","Active","","","2249","","","false","Public","75"
"SV76","A public service provided to the victims of crime to determine the suspected criminal and the nature of the crime in support of court proceedings.","Criminal Investigation","","2/22/2010","","KPMG","Active","","","1877","","","false","Public","76"
"SV76.1","","Crime Scene Analysis","","2/22/2010","","KPMG","Active","","","2250","","","false","Public","76"
"SV76.2","","Forensic Analysis","","2/22/2010","","KPMG","Active","","","2251","","","false","Public","76"
"SV76.3","","Surveillance","","2/22/2010","","KPMG","Active","","","2252","","","false","Public","76"
"SV76.4","","Interrogating","","2/22/2010","","KPMG","Active","","","2253","","","false","Public","76"
"SV77","A public service provided to provincial offence violators offering prosecution of offences coming with the jurisdiction of the Provincial Offences Act and to collect the resulting fines.","Provincial Offences Act Enforcement","","2/22/2010","","KPMG","Active","","","1878","","","false","Public","77"
"SV77.1","A public service provided to provincial offence violators offering resolution of provincial offences act disputes.","Provincial Offences Act Dispute Resolution","","2/22/2010","","KPMG","Active","","SVPR413, SVPR414, SVPR415","2254","","","false","Public","77"
"SV77.2","A public service provided to provincial offence violators offering collection of default fines.","Provincial Offences Act Default Fine Collection","","2/22/2010","","KPMG","Active","","","2255","","","false","Public","77"
"SV77.3","An internal service provided to the provincial offences act courts offering coordination of cases.","Provincial Offences Act Court Case Coordination","","2/22/2010","","KPMG","Active","","","2256","","","false","Internal","77"
"SV78","A public service provided to library users offering access to a library facility and its collection of material for personal use.","Library","","2/22/2010","","KPMG","Active","","","1879","","","false","Public","78"
"SV78.1","A public service provided to library collection users by offering access to the various library collections for their personal / professional business needs.","Library Material Circulation and Management","","2/22/2010","","KPMG","Active","","","2257","","","false","Public","78"
"SV78.2","A public service provided to those individuals who may have a special learning need (i.e. infants) by offering specialized learning experiences.","Library Programming","","2/22/2010","","KPMG","Active","","","2258","","","false","Public","78"
"SV78.3","A public service provided to literacy students offering training in speaking, reading and writing languages.","Literacy Training & Education","","2/22/2010","","KPMG","Active","","","2259","","","false","Public","78"
"SV78.4","A public service provided to library facility users offering access to the library for various purposes, including meetings, seminars, etc.","Library Facility Access","","2/22/2010","","KPMG","Active","","","2260","","","false","Public","78"
"SV79","An internal service that guides the Corporation in the strategic direction for growth and program/service delivery.","Corporate Leadership","","2/22/2010","","KPMG","Active","","","1880","","","false","Internal","79"
"SV79.1","An internal service provided to the corporation offering a plan that sets out the vision, mission and core values of the municipality in the short- and long-term.","Strategic Planning","","2/22/2010","","KPMG","Active","","","2261","","","false","Internal","79"
"SV79.2","An internal service provided to the corporation offering resolution of issues that may arise from time to time.","Issue Management","","2/22/2010","","KPMG","Active","","","2262","","","false","Internal","79"
"SV79.3","An internal service provided to the corporation offering the design and/or restructuring of the organization to meet changing needs.","Organizational Design","","2/22/2010","","KPMG","Active","","","2263","","","false","Internal","79"
"SV79.4","An internal service provided to the corporation offering support to affiliated agencies, boards and commissions of the municipality.","Agency, Board & Commission Governance & Relationship Management","","2/22/2010","","KPMG","Active","","","2264","","","false","Internal","79"
"SV79.5","An internal service provided to the corporation offering formal registration of individuals and businesses who may lobby the municipality to offer their services, or advocate a particular direction.","Lobbyist Registration","","2/22/2010","","KPMG","Active","","","2265","","","false","Internal","79"
"SV79.6","An internal service provided to the corporation offering oversight and management of transformation initiatives.","Change Initiative Management","","2/22/2010","","KPMG","Active","","","2266","","","false","Internal","79"
"SV80","An internal service provided to the corporation offering alignment of programs and services offered by the municipality with the strategic directions of the corporation.","Program and Service Planning and Monitoring","","2/22/2010","","KPMG","Active","","","1881","","","false","Internal","80"
"SV80.1","An internal service provided to the corporation offering alignment of programs offered by the municipality with the strategic directions of the corporation.","Program Planning","","2/22/2010","","KPMG","Active","","","2267","","","false","Internal","80"
"SV80.2","An internal service provided to the corporation offering alignment of services offered by the municipality with the strategic directions of the corporation.","Service Planning","","2/22/2010","","KPMG","Active","","","2268","","","false","Internal","80"
"SV80.3","An internal service provided to the corporation offering measurement and monitoring of program and service performance.","Program & Service Performance Measurement & Monitoring","","2/22/2010","","KPMG","Active","","","2269","","","false","Internal","80"
"SV81","An internal service provided to the corporation offering monitoring of financial processes and systems in the corporation, the compliance of the corporation with its policies, procedures and standards, and the value for money in delivery of services to the public and internally.","Internal Auditing","","2/22/2010","","KPMG","Active","","","1882","","","false","Internal","81"
"SV81.1","An internal service provided to the corporation offering monitoring of risks associated with the delivery of services to the public and internally.","Risk Assessment","","2/22/2010","","KPMG","Active","","","2270","","","false","Internal","81"
"SV81.2","An internal service provided to the corporation offering monitoring of  the value for money in delivery of services to the public and internally.","Value for Money Auditing","","2/22/2010","","KPMG","Active","","","2271","","","false","Internal","81"
"SV81.3","An internal service provided to the corporation offering monitoring of financial processes and systems in the corporation in delivery of services to the public and internally.","Financial Auditing","","2/22/2010","","KPMG","Active","","","2272","","","false","Internal","81"
"SV81.4","An internal service provided to the corporation offering monitoring of the manner in which the municipality delivers its services to the public and internally.","Operational Auditing","","2/22/2010","","KPMG","Active","","","2273","","","false","Internal","81"
"SV81.5","An internal service provided to the corporation offering monitoring of the compliance of the corporation with its policies, procedures and standards in delivery of services to the public and internally.","Compliance Auditing","","2/22/2010","","KPMG","Active","","","2274","","","false","Internal","81"
"SV81.6","An internal service provided to the corporation offering monitoring of peculiar circumstances that may violate the ethics of the corporation in delivery of services to the public and internally.","Forensic Investigation","","2/22/2010","","KPMG","Active","","","2275","","","false","Internal","81"
"SV82","An internal service provided to public service providers offering integration of public facing processes in support of improved service delivery.","Integrated Delivery","","2/22/2010","","KPMG","Active","","","1883","","","false","Internal","82"
"SV82.1","An internal service provided to emergency service providers offering integrated call taking in support of emergency service providers / first responder agencies.","911","","2/22/2010","","KPMG","Active","","","2276","","","false","Internal","82"
"SV82.2","An internal service provided to community service providers offering call taking and referral of inquiries about available community services.","211","","2/22/2010","","KPMG","Active","","","2277","","","false","Internal","82"
"SV82.3","An internal service provided to public service providers offering a single point of contact by the public in accessing a service, in supporting public facing processes, and in fulfilling a service request.","311","","2/22/2010","","KPMG","Active","","","2278","","","false","Internal","82"
"SV82.4","An internal service provided to the corporation offering interpretation and translation of program and service information.","Interpretation and Translation","","2/22/2010","","KPMG","Active","","","2279","","","false","Internal","82"
"SV83","An internal service that mitigates the risk to the Corporation posed by the delivery of services.","Risk Management","","2/22/2010","","KPMG","Active","","","1884","","","false","Internal","83"
"SV83.1","","Corporate Risk Assessment","","2/22/2010","","KPMG","Active","","","2280","","","false","Internal","83"
"SV83.2","","Insurance Policy Negotiation and Management","","2/22/2010","","KPMG","Active","","","2281","","","false","Internal","83"
"SV83.3","","Insurance Claim Receipt & Submission","","2/22/2010","","KPMG","Active","","","2282","","","false","Internal","83"
"SV83.4","","Insurance Claim Settlement","","2/22/2010","","KPMG","Active","","","2283","","","false","Internal","83"
"SV84","An internal service provided to the Corporation providing secretarial / clerical support to the administration of departments, agencies, boards and commissions, and to Council.","Council and Administrative Support","","2/22/2010","","KPMG","Active","","","1885","","","false","Internal","84"
"SV84.1","","Council and Committee Meeting Support","","2/22/2010","","KPMG","Active","","","2284","","","false","Internal","84"
"SV84.2","","Mayor and Councillor Support","","2/22/2010","","KPMG","Active","","","2285","","","false","Internal","84"
"SV84.3","","Correspondence Intake and Response","","2/22/2010","","KPMG","Active","","","2286","","","false","Internal","84"
"SV85","An internal service that provides support to the Corporation through the exercise of skills by or under the supervision of legally trained and qualified staff.","Legal Support","","2/22/2010","","KPMG","Active","","","1886","","","false","Internal","85"
"SV85.1","","Council and Committees of Council Advisory","","2/22/2010","","KPMG","Active","","","2287","","","false","Internal","85"
"SV85.2","","Corporate Advisory","","2/22/2010","","KPMG","Active","","","2288","","","false","Public","85"
"SV85.3","","By-Law Preparation","","2/22/2010","","KPMG","Active","","","2289","","","false","Internal","85"
"SV85.4","","Civil Litigation Negotiation & Support","","2/22/2010","","KPMG","Active","","","2290","","","false","Public","85"
"SV85.5","","Prosecution","","2/22/2010","","KPMG","Active","","","2291","","","false","Public","85"
"SV85.6","","Legal Agreement Preparation","","2/22/2010","","KPMG","Active","","","2292","","","false","Public","85"
"SV85.7","","Legal Interpretation","","2/22/2010","","KPMG","Active","","","2293","","","false","Public","85"
"SV86","An internal service that drafts and enacts policies governing the services delivered by “My Municipality” (public policy) and how “My Municipality” operates in the delivery of its services (corporate policy).","Policy Development","","2/22/2010","","KPMG","Active","","","1887","","","false","Internal","86"
"SV86.1","","Public Policy Development","","2/22/2010","","KPMG","Active","","","2294","","","false","Public","86"
"SV86.2","","Corporate Policy Development","","2/22/2010","","KPMG","Active","","","2295","","","false","Public","86"
"SV86.3","","Intergovernmental Policy Development","","2/22/2010","","KPMG","Active","","","2296","","","false","Public","86"
"SV87","An internal service that prepares and legally binds parties to an agreement to govern the purchase of products and/or services.","Contract / Agreement Management","","2/22/2010","","KPMG","Active","","","1888","","","false","Internal","87"
"SV88","An internal service provided to the Corporation offering communication to the public and all parties that work for or with “My Municipality”.","Corporate Communications","","2/22/2010","","KPMG","Active","","","1889","","","false","Internal","88"
"SV88.1","","Communication Planning","","2/22/2010","","KPMG","Active","","","2297","","","false","Public","88"
"SV88.2","","Communication Branding / Image Development","","2/22/2010","","KPMG","Active","","","2298","","","false","Public","88"
"SV88.3","","Media / Public Relations","","2/22/2010","","KPMG","Active","","","2299","","","false","Public","88"
"SV88.4","","Internal Communications","","2/22/2010","","KPMG","Active","","","2300","","","false","Public","88"
"SV88.5","","External Communications","","2/22/2010","","KPMG","Active","","","2301","","","false","Public","88"
"SV89","An internal service provided to the corporation offering emergency and/or disaster recovery planning, coordination, temporary shelter, and monitoring.","Emergency / Disaster Recovery","","2/22/2010","","KPMG","Active","","","1890","","","false","Internal","89"
"SV89.1","","Emergency / Disaster Recovery Planning","","2/22/2010","","KPMG","Active","","","2302","","","false","Public","89"
"SV89.2","","Emergency / Disaster Recovery Coordination","","2/22/2010","","KPMG","Active","","","2303","","","false","Public","89"
"SV89.3","","Emergency Shelter Accommodation","","2/22/2010","","KPMG","Active","","","2304","","","false","Public","89"
"SV90","An internal service provided to the corporation offering budget preparation and monitoring, accounting, investment / debt management, and grant / subsidy management.","Financial Management","","2/22/2010","","KPMG","Active","","","1891","","","false","Internal","90"
"SV90.1","An internal service provided to the corporation offering prioritization and allocation of resources in support of programs and services to be delivered in a given fiscal period.","Financial Planning and Budgeting","","2/22/2010","","KPMG","Active","","","2305","","","false","Internal","90"
"SV90.2","An internal service provided to the corporation offering investments opportunities which may include: money market funds, bond funds, sinking funds, pension funds, trust funds, city owned subsidiaries, debt.","Investment / Debt Management","","2/22/2010","","KPMG","Active","","","2306","","","false","Internal","90"
"SV90.3","An internal service that accounts for revenues and expenditures by an approved budget account.","Accounting","","2/22/2010","","KPMG","Active","","","2307","","","false","Internal","90"
"SV90.4","An internal service provided to the Corporation offering support, accounting and reporting of grants / subsidies offered by “My Municipality” to external service providers, and grants and subsidies received from other governments and organizations.","Grants / Subsidies Management","","2/22/2010","","KPMG","Active","","","2308","","","false","Internal","90"
"SV91","An internal service provided to property owners offering fair, equitable valuation of property for taxation purposes.","Property Valuation","","2/22/2010","","KPMG","Active","","","1892","","","false","Internal","91"
"SV91.1","","Market Value Assessment","","2/22/2010","","KPMG","Active","","","2309","","","false","Internal","91"
"SV91.2","","Property Income Assessment","","2/22/2010","","KPMG","Active","","","2310","","","false","Internal","91"
"SV91.3","","Complex Property Valuation","","2/22/2010","","KPMG","Active","","","2311","","","false","Internal","91"
"SV92","A public service provided to property owners offering property tax collection for municipal services without fees.","Property Tax Billing and Collection","","2/22/2010","","KPMG","Active","","","1893","","","false","Internal","92"
"SV92.1","","Property Tax Assessment Roll Reconciliation","","2/22/2010","","KPMG","Active","","","2312","","","false","Internal","92"
"SV92.2","","Property Tax Assessment Appeal Management","","2/22/2010","","KPMG","Active","","","2313","","","false","Internal","92"
"SV92.3","","Property Tax Account Creation and Maintenance","","2/22/2010","","KPMG","Active","","","2314","","","false","Internal","92"
"SV92.4","","Property Tax Rate Determination","","2/22/2010","","KPMG","Active","","","2315","","","false","Internal","92"
"SV92.5","","Property Tax Billing","","2/22/2010","","KPMG","Active","","","2316","","","false","Internal","92"
"SV92.6","","Property Tax Collection","","2/22/2010","","KPMG","Active","","","2317","","","false","Internal","92"
"SV93","An internal service provided to the corporation offering support in the hiring of employees and growth in their development.","Human Resource Management","","2/22/2010","","KPMG","Active","","","1894","","","false","Internal","93"
"SV93.1","An internal service providing support to the corporation in the qualification and selection of human resources.","Human Resource Recruitment Support","","2/22/2010","","KPMG","Active","","","2318","","","false","Internal","93"
"SV93.2","An internal service provided to the Corporation offering employees training and development in support of increased productivity and career and personal development of employees...","Employee Learning and Development","","2/22/2010","","KPMG","Active","","","2319","","","false","Internal","93"
"SV93.3","","Payroll","","2/22/2010","","KPMG","Active","","","2320","","","false","Internal","93"
"SV93.4","An internal service provided to the corporation and employees offering support in maintaining employee-employer relationships to resolve problems which arise out of the workplace or that affect it, and working with employees to resolve any professional and/or personal issues that may be implicating their productivity.","Employee and Labour Relations","","2/22/2010","","KPMG","Active","","","2321","","","false","Internal","93"
"SV93.5","An internal service provided to the corporation offering compensation packages comprised of position wage rates and benefits, and paying the employee in accordance with the compensation package.","Compensation and Benefits Management","","2/22/2010","","KPMG","Active","","","2322","","","false","Internal","93"
"SV93.6","An internal service provided to the corporation and employees offering a healthy, well and a safe environment.","Workplace Health, Wellness and Safety","","2/22/2010","","KPMG","Active","","","2323","","","false","Internal","93"
"SV94","An internal service provided to the corporation offering purchasing and control of acquired goods and services.","Materiel Management","","2/22/2010","","KPMG","Active","","","1895","","","false","Internal","94"
"SV94.1","An internal service provided to the corporation offering assistance in the preparation of requests for proposal, request for tender, and requests for quotation, management of vendor contracts and the issuance of purchase orders.","Purchasing","","2/22/2010","","KPMG","Active","","","2324","","","false","Internal","94"
"SV94.2","","Inventory Control / Stores","","2/22/2010","","KPMG","Active","","","2325","","","false","Internal","94"
"SV94.3","An internal service provided to the corporation offering management of fuel for consumption by fleet and equipment.","Fuel Management","","2/22/2010","","KPMG","Active","","","2326","","","false","Internal","94"
"SV95","An internal service provided to the corporation offering engineering expertise to design and construction new infrastructure and/or facility projects.","Engineering Design and Construction","","2/22/2010","","KPMG","Active","","","1896","","","false","Internal","95"
"SV95.1","An internal service provided to the corporation offering expertise in conducting an environmental assessment of a prospective site to be used for program and service delivery.","Environmental Assessment Analysis","","2/22/2010","","KPMG","Active","","","2327","","","false","Internal","95"
"SV95.2","An internal service provided to the corporation offering expertise in surveying prospective sites for survey boundaries, soil conditions, etc.","Land & Site Surveying","","2/22/2010","","KPMG","Active","","","2328","","","false","Internal","95"
"SV95.3","An internal service provided to the corporation offering expertise in the preliminary and schematic design of prospective infrastructure and/or facilities.","Preliminary / Schematic Design","","2/22/2010","","KPMG","Active","","","2329","","","false","Internal","95"
"SV95.4","An internal service provided to the corporation offering expertise in the detailed design of prospective infrastructure and/or facilities.","Detailed Design","","2/22/2010","","KPMG","Active","","","2330","","","false","Internal","95"
"SV95.5","An internal service provide to the corporation offering oversight of construction contracts to ensure compliance with the terms and conditions of the agreement.","Construction Contract Management","","2/22/2010","","KPMG","Active","","","2331","","","false","Internal","95"
"SV95.6","An internal service provided to the corporation offering expertise in monitoring construction projects including the use / disposition of materials required to support the construction effort.","Construction Site Inspection & Progress Payment Approval","","2/22/2010","","KPMG","Active","","","2332","","","false","Internal","95"
"SV95.7","An internal service provided to the corporation offering sign off on a proposed construction project for infrastructure and / or facilities prior to turning the asset over for program / service delivery.","Asset Commissioning","","2/22/2010","","KPMG","Active","","","2333","","","false","Internal","95"
"SV95.8","An internal service provided to the corporation offering monitoring of terms and conditions associated with the warranty of a product or constructed asset.","Asset Warranty Monitoring","","2/22/2010","","KPMG","Active","","","2334","","","false","Internal","95"
"SV96","An internal service that determines the acquisition needs for vehicles and equipment, maintains the vehicles and equipment and disposes of vehicles and equipment.","Fleet Management","","2/22/2010","","KPMG","Active","","","1897","","","false","Internal","96"
"SV96.1","","Vehicle & Equipment Acquisition","","2/22/2010","","KPMG","Active","","","2335","","","false","Internal","96"
"SV96.2","","Vehicle & Equipment Maintenance","","2/22/2010","","KPMG","Active","","","2336","","","false","Internal","96"
"SV96.3","","Fleet & Equipment Operator Training & Certification","","2/22/2010","","KPMG","Active","","","2337","","","false","Internal","96"
"SV96.4","","Vehicle & Equipment Disposal","","2/22/2010","","KPMG","Active","","","2338","","","false","Internal","96"
"SV96.5","","Vehicle & Equipment Asset Lifecycle Management","","2/22/2010","","KPMG","Active","","","2339","","","false","Internal","96"
"SV97","An internal service that supports the Corporation by providing a well maintained building to deliver programs and services.","Facility Management","","2/22/2010","","KPMG","Active","","","1898","","","false","Internal","97"
"SV97.1","","Facility Design & Construction","","2/22/2010","","KPMG","Active","","","2340","","","false","Internal","97"
"SV97.2","","Custodial Care","","2/22/2010","","KPMG","Active","","","2341","","","false","Internal","97"
"SV97.3","","Facility Operations & Maintenance","","2/22/2010","","KPMG","Active","","","2342","","","false","Internal","97"
"SV97.4","","Facility Energy Management","","2/22/2010","","KPMG","Active","","","2343","","","false","Internal","97"
"SV97.5","","Facility Security & Safety Access","","2/22/2010","","KPMG","Active","","","2344","","","false","Internal","97"
"SV97.6","","Facility Asset Lifecycle Management","","2/22/2010","","KPMG","Active","","","2345","","","false","Internal","97"
"SV98","An internal service provided to the corporation offering support in the management of the real estate portfolio by acquiring land, and managing property rights owned properties, disposing of lands deemed surplus to the needs of “My Municipality”.","Real Property Management","","2/22/2010","","KPMG","Active","","","1899","","","false","Internal","98"
"SV98.1","","Real Property Appraisal","","2/22/2010","","KPMG","Active","","","2346","","","false","Internal","98"
"SV98.2","","Real Property Acquisition & Sale","","2/22/2010","","KPMG","Active","","","2347","","","false","Internal","98"
"SV98.3","An internal service provided to the corporation offering access to property owned by other title holders for municipal use, or provision of municipally owned property for third party / public use.","Real Property Lease Management","","2/22/2010","","KPMG","Active","","","2348","","","false","Internal","98"
"SV98.4","","Real Property Remediation","","2/22/2010","","KPMG","Active","","","2349","","","false","Internal","98"
"SV99","An internal service provided to the corporation offering management of information, records, and information technology solutions.","Information and Information Technology Management","","2/22/2010","","KPMG","Active","","","1900","","","false","Internal","99"
"SV99.1","A public service provided to information requesters offering access to public information under the Municipal Freedom of Information and Protection of Privacy Act, and Personal Health Information Protection Act, and the Municipal Act.","Information Access","","2/22/2010","","KPMG","Active","","","2350","","","false","Internal","99"
"SV99.2","An internal service provided to the corporation offering the modeling, integration, and stewardship of corporate information, designing forms, managing the lifecycle management of records, managing documents, and providing print, courier and mail distribution services.","Records and Information Management","","2/22/2010","","KPMG","Active","","","2351","","","false","Internal","99"
"SV99.3","An internal service provided to the corporation to ensure that business processes and overall needs are supported with the right Information Technology solutions. Involves researching, evaluating, recommending, implementing and supporting technology applications.","Business Solutions Management","","2/22/2010","","KPMG","Active","","","2352","","","false","Internal","99"
"SV99.4","An internal service provided to the corporation for the hosting of applications and technology services (e.g. e-mail, voice mail, telephone, data network, etc.), ensuring availability, capacity, performance, continuity, recovery, security and asset management.","Information Technology Infrastructure Management","","2/22/2010","","KPMG","Active","","","2353","","","false","Internal","99"
"SV99.5","An internal service provided to the corporation offering analysis (requirements definition) and development of business solutions.","Business Solution Analysis and Development","","2/22/2010","","KPMG","Active","","","2354","","","false","Internal","99"
"SV99.6","An internal service provided to the corporation offering maintenance of operational application systems.","Application Maintenance","","2/22/2010","","KPMG","Active","","","2355","","","false","Internal","99"
"SV99.7","An internal service provided to the corporation offering training to intended business users in the use of business solutions.","Business Solution User Training","","2/22/2010","","KPMG","Active","","","2356","","","false","Internal","99"
"SV99.8","An internal service provided to the corporation offering functional support of business solutions.","Business Solution Functional Support","","2/22/2010","","KPMG","Active","","","2357","","","false","Internal","99"
